Crocus sativus
adult emergency
parkinsonian catalepsy
intermittent intravenous
nucleus stimulation
sympathetic stimulation
versus CYP
versus VIP
mitochondrial respiratory
gentamicin nephrotoxicity
recent literature
D2 dopamine
adrenergic receptors
antiinflammatory drugs
approximately 60
significantly attenuated
significantly faster
receiving mitral
administered orally
cardiovascular functions
synthase inhibitor
histopathological evidence
equivalent doses
pharmacologic doses
adrenergic antagonists
OAB symptoms
convulsive action
Swiss mice
relative risk
plasma CGRP
plasma calcitonin
cerebral ischemia
ischemia via
METH neurotoxicity
adrenoceptor antagonist
severe neutropenia
neuroprotective effects
crossover study
evident anemia
interstitial cystitis
retinal artery
NASCIS may
may precipitate
may serve
may suffer
substrates may
15 dB
illicit drug
E2 exposure
markedly elevated
urinary enzymes
renal failure
F344 rat
FU infusion
clinical manifestations
clinical utility
High frequency
CNS complications
two canine
vein four
lithium maintenance
cognitive measures
major bleeding
second episode
cell lymphoblastic
active treatments
causes arrhythmia
residual serum
findings indicate
reflex responses
trinitrate infusion
therapeutic index
hepatic injury
kidney injury
median follow
based chemotherapy
1200 mg
incidence malformations
mg BID
without TG
separate central
Retrospective case
higher preoperative
mediated hypersensitivity
much higher
reduces mortality
400 micrograms
Experimental studies
loading dose
D3 toxicity
carbonate toxicity
metabolic abnormalities
preliminary findings
reduce potassium
time course
Differential effects
hemoglobin concentration
microscopic analysis
memory deficits
moderate degree
acute bacterial
preexisting renal
renal AT2R
renal calculi
lung tissue
uptake inhibitor
chemotherapy combinations
atrial spontaneous
cholinergic agonist
replacement therapy
following rifampin
urinary protein
prolonged prostaglandin
old white
normal saline
deficient hypertension
old male
experimental model
neurological evaluation
Hodgkin disease
bowel disease
stage II
chronic ER
chronic obstructive
conventional medical
neuronal loss
MZ use
cannabis use
complete protection
coronary occlusion
last follow
II trial
blocking action
depressive symptoms
given intravenously
challenge test
rapid systemic
samples obtained
dyskinesia score
antipsychotic agent
elderly woman
progressively developed
dose cytosine
intravenous diltiazem
induce catalepsy
high affinity
leading causes
cerebral ischemic
apoptotic cells
consecutive days
greater fall
thyroid function
department seizure
month later
per micturition
week later
relatively specific
thalidomide 200
sulphasalazine syndrome
time points
impaired cognitive
old Chinese
abdominal surgery
eyes appeared
cholinergic system
biphasic effect
cardiovascular variables
receptor knockout
receptor tyrosine
may reflect
pulmonary arterial
cardiac arrhythmias
hour continuous
plasma EPO
plasma corticosterone
plasma lactate
antiarrhythmic activity
acting alpha
spinal block
mm ST
acid dehydrogenase
cytotoxic drugs
recently described
action potential
Na channel
different types
data acquired
Among women
health history
ventricular contraction
ventricular systolic
cerebral perfusion
negative correlation
continue combination
targeted mice
ICH vs
artery occlusion
phosphokinase levels
necrosis factor
propofol sedation
statistical analysis
behavioral cross
hour paclitaxel
effectively reduced
mechanical heart
analgesic nephropathy
near normal
provide new
probably due
quinine infusion
corticosterone infusion
hour infusion
mitochondrial oxygen
type II
steroid injection
case reports
Steroid treatment
examination revealed
rose significantly
differ significantly
Median time
hyperactivity disorder
Seizure activity
selective blockade
low testosterone
artery disease
studied retrospectively
lethal doses
functional impairment
function tests
renal tubules
ng ml
biochemical mechanisms
MDMA users
older children
serum phosphate
cardiovascular outcomes
myocardial oxygen
nerve growth
cell count
albino rats
creatinine concentration
results demonstrate
Prospective study
prolactin levels
tumor size
mitochondrial abnormalities
SCr increase
biochemical analysis
VAS response
psychiatric history
papillary damage
arterial BCNU
cognitive outcomes
epithelial sodium
counts per
may help
evaluated according
medications included
evaluated quetiapine
malignant bone
patient admissions
lesioned animals
inhibitor enalapril
acute interstitial
pretreatment characteristics
Chinese hepatitis
late cardiotoxicity
protein expression
following CTA
following ritonavir
histological evidence
white man
chronic barium
without clear
adrenergic antagonist
blood collection
blood vessel
related aneurysms
women aged
PTU therapy
multidrug therapy
completely prevent
tolerance test
haemodynamic effects
stimulatory effects
cell death
bone involvement
800 mg
900 mg
prior psychiatric
MRI findings
plasma bilirubin
dynamic response
less pronounced
serum albumin
recent studies
oxidative damage
neuropathic symptoms
completely reversible
glomerular size
time point
time polymerase
investigated whether
fulminant liver
CNS toxic
migraine without
anticholinergic drugs
anticoagulant drugs
complete responses
generation oral
cellular level
underlying mechanisms
35 ng
diastolic pressure
kg ip
controlled challenge
dose GVG
dose lisinopril
five consecutive
diastolic dysfunction
Oral administration
symptom duration
several fold
changes suggestive
desipramine alone
four separate
objective responses
limiting toxicity
antigen concentrations
terbutaline concentrations
standard lidocaine
intracranial hypertension
third postoperative
blood transfusion
given simultaneously
persistent bradycardia
corticosteroid therapy
cardiovascular event
detect myocardial
hypertensive men
whether pharmacological
480 mg
mg tid
eight percent
compensatory increase
pressure fell
DA neurons
data show
Long term
although many
reduce mortality
sumatriptan use
liver transplant
glomerular number
differ among
respective groups
severe atherosclerosis
toxic myopathy
versus 43
MPEP may
may depend
may involve
arrhythmia models
old female
low cost
symptomatic hypotension
intravenous methotrexate
accuracy compared
diabetic subjects
platelet serotonin
single pediatric
metoprolol plus
Recent studies
seizure frequency
liver sections
visual evoked
analysed using
weight loss
contraceptive therapy
term prognosis
treatment arms
pressor response
assessment revealed
hypotensive response
objective response
iohexol group
GAD activity
antineoplastic activity
Hb levels
folate levels
tubular lesions
receiving tacrolimus
prolonged analgesic
Nine days
clinically significant
DOX cardiomyopathy
reactions possibly
ADR nephropathy
slight increase
D2 antagonist
serum aminotransferase
Systemic toxicity
retinal toxicity
mental disorder
neurotoxic potential
potential antipsychotic
pain intensity
olanzapine versus
Seizures also
rat pituitary
renal carcinomas
hepatic failure
renal amyloidosis
renal tubule
healthy men
previously healthy
pressor action
bladder cancer
diastolic blood
related cirrhosis
woman presented
brain cholinesterase
kidney perfusion
significant alteration
significant benefits
median age
dermatitis due
acting beta
cerebral white
taking combined
atypical agents
serum potassium
chemotherapeutic drugs
mean AUC
severe hemodynamic
major hemorrhage
immunodeficiency syndrome
obstruction syndrome
morphological analysis
alpha coma
first published
approximately 50
present study
30 nmol
old child
case represents
fatal complication
DNA values
findings support
histopathological findings
reduces levodopa
Group III
mortality rate
dyskinesia severity
gallbladder function
without sequelae
effective antiarrhythmic
lesion volume
chronically treated
low sexual
disease progression
plasma albumin
multiple injections
paralysis produced
platelet factor
among humans
clinical experience
transiently increased
reversed respiratory
common event
antagonist naloxone
induces catalepsy
mitochondrial injury
cerebral metabolic
Behavioral effects
channel blockade
hemoglobin concentrations
serious complication
Four hours
drug delivery
received concurrent
four courses
Ovx rats
atherosclerotic rats
obese rats
vs risperidone
per day
CHF development
observational study
CBDCA administration
Daily administration
ICV administration
human eyes
minutes later
measured simultaneously
cell nuclear
release verapamil
routine plasma
consolidation therapy
protective effect
specific inhibitor
bolus injection
Pilo group
iodixanol group
P10 group
SH group
adherence group
temocapril group
cognitive function
serotonin antagonists
results show
previously reported
subcutaneous injection
ocular reactions
case series
activation state
30 minutes
recent users
impaired memory
may play
preliminary results
prolactin greater
dose melphalan
beneficial effects
oral thalidomide
potassium level
motor cortex
secondary outcome
rat model
renal papillary
remifentanil infusion
suppressed baseline
D2 receptors
sectional study
randomised clinical
1500 mg
360 mg
840 mg
warfarin users
calcification could
anaemia observed
50 dB
toxic dosage
Chronic oral
strongly reduced
ACE activity
antithrombotic use
attenuated isoproterenol
mechanism underlying
myocardial hypertrophy
generalized seizures
oncology patient
four point
physical status
produced lasting
field abnormalities
peripheral neurotoxicity
sexual side
time intervals
time ratings
cortisol levels
vivo protection
eight hours
oxytocin administration
reversed dexamethasone
prevent gentamicin
12 wk
blocking drugs
carbamazepine neurotoxicity
postoperative course
noradrenaline caused
ventricular apical
randomized double
wk group
salvage therapy
induced myxoedema
induced vestibulotoxicity
diethylstilbesterol induced
induced Gerstmann
induced abortions
induced baboon
induced hamster
induced hyperlipemia
induced neurodegeneration
induced pluripotent
isoproterenol pretreatment
free water
healthy elderly
three compounds
achieved complete
aged 18
cimetidine 200
inhibitory effect
therefore examined
zidovudine groups
propofol infusion
antiinflammatory drug
serum magnesium
convulsant activity
first word
human temporal
prior regimens
attributable risk
One week
ventricular end
cocaine abuse
medical literature
